deep q in lead iii,575
septal infarct,700
.,701
anterior infarct,740
lateral infarct,760
inferior infarct,780
(masked by fascicular block?),782
with right ventricular involvement,795
- with posterior extension,800
inferior-posteriorinfarct,801
posterior infarct,802
posterior infarct,802
increased r/s ratio in v1- consider early transition or posterior infarct,803
early transition- increased r/s ratio in v1- consider posterior infarct,803
inferior injury pattern suggests right ventricular involvement-recommendadding leads v3r and v4r to confirm,805
consider right ventricular involvement in acute inferior infarct,806
anteroseptal infarct,810
anterolateral infarct,820
** ** acute mi / stemi ** **,821
** ** acute mi / non-stemi ** **,822
** ** consider acute mi if lbbb is new ** **,823
** ** lbbb with primary st-t abnormality - consider acute coronary syndrome (acs) ** **,826
** ** lbbb with primary st elevation abnormality - probable acute mi ** **,827
** ** consider acute coronary syndrome (acs) ** **,828
** ** acute mi ** **,829
** ** ** ** * acute mi * ** ** ** **,829
*** ** ** ** * acute mi  ** ** ** **,829
- possibly acute,830
- age undetermined,831
- old,832
  old,832
  old,832
- new,833
increased evidence of infarction in,840
decreased evidence of infarction in,841
questionable change in initial forces of,842
criteria for,843
  criteria for ,843
(cited on or before,844
minimal criteria for,845
borderline criteria for,846
borderlne criteria for,846
*** qrs contour suggests infarct size is probably,880
very small,881
small,882
moderate,883
large,884
very large,885
nonspecific st abnormality,900
  and nonspecific st abnormalities,0
acute pericarditis,901
st elevation- consider early repolarization- pericarditis- or injury,902
st elevation- probably due to early repolarization,903
st elev- probable normal early repol pattern,903
st elev- probable normal early repol pattern,903
nonspecific st elevation,904
septal injury pattern,920
anterior injury pattern,930
lateral injury pattern,940
inferior injury pattern,950
anteroseptal injury pattern,960
anterolateral injury pattern,961
inferolateral injury pattern,962
st elevation- consider inferior injury or acute infarct,963
st elevation consider inferior injury or acute infarct,963
st elevation- consider anterior injury or acute infarct,964
st elevation consider anterior injury or acute infarct,964
st elevation- considerlateral injury or acute infarct,965
st elevation- consider anterolateral injury or acute infarct,966
st elevation consider anterolateral injury or acute infarct,966
st elevation- consider inferolateral injury or acute infarct,967
st elevation consider inferolateral injury or acute infarct,967
anterior st elevation- probably due to lvh,968
st elevation- consider injury or variant associated with lvh,968
early repolarization,1000
 early repolarization,1000
early repolarization,1000
with early repolarization,1000
early  repolorization,1000
junctional st depression- probably normal,1001
junctional st depression- probably abnormal,1002
st abnormality- possible digitalis effect,1020
nonspecific st abnormality,1021
st depression- consider subendocardial injury or digitalis effect,1022
nonspecific st depression,1023
nonspecific st depression,1023
st depression- consider subendocardial injury,1024
marked st abnormality- possible septal subendocardial injury,1040
marked st abnormality- possible anterior subendocardial injury,1050
 st abnormality- possible anterior subendocardial injury,1050
marked st abnormality- possible lateral subendocardial injury,1060
marked st abnormality- possible inferior subendocardial injury,1070
marked st abnormality- possible inferolateral subendocardial injury,1071
marked st abnormality- possible anteroseptal subendocardial injury,1080
marked st abnormality- possible anterolateral subendocardial injury,1081
st depression in,1082
st elevation in,1083
with strain pattern,1084
st &,1100
st no longer depressed in,1104
st less depressed in,1105
st more depressed in,1106
st now depressed in,1107
st depression has replaced st elevation in,1108
questionable change in st segment,1115
non-specific change in st segment in,1116
non-specific change in st segment in,1117
st more elevated in,1120
st less elevated in,1121
st elevation now present in,1122
st no longer elevated in,1123
st elevation has replaced st depression in,1124
st abnormality and,1138
- may be secondary to qrs abnormality,1139
nonspecific t wave abnormality,1140
non-specific t wave abnormality,1140
nonspecific t wave abnormality.,1140
nonspecific st and t wave abnormality,1141
abnormal qrs-t angle- consider primary t wave abnormality,1142
prolonged qt,1143
prolonged qt interval,1143
prolonged qt interval,1143
borderline qt interval,1144
t wave abnormality- consider inferolateral ischemia,1145
  t wave changes- consider inferior and lateral ischemia. ,1145
t wave abnormality- consider anterior ischemia,1150
abnormal t- consider ischemia- anterior leads,1150
marked t wave abnormality- consider anterior ischemia,1151
t wave abnormality- consider lateral ischemia,1160
abnormal t- consider ischemia- lateral leads,1160
marked t wave abnormality- consider lateral ischemia,1161
t wave abnormality- consider inferior ischemia,1170
abnormal t- consider ischemia- inferior leads,1170
marked t wave abnormality- consider inferior ischemia,1171
marked t wave abnormality- consider inferolateral ischemia,1172
 t wave abnormality- consider inferolateral ischemia,1172
 t wave abnormality. consider inferior and anterior ischemia,1172
marked t-wave abnormality- consider inferolateral ischemia,1172
t wave abnormality- consider anterolateral ischemia,1180
 t wave abnormality c/w anterior and lateral ischemia,1180
 t wave abnormality- consider anterolateral and inferior ischemia,1180
 t wave abnormality- consider anterolateral ischemia,1180
abnormal t- consider ischemia- ant-lat leads,1180
marked t wave abnormality- consider anterolateral ischemia,1181
t wave inversion in,1182
t-wave inversion in,1182
t waves,1200
t wave amplitude has increased in,1201
t wave amplitude has decreased in,1203
flat t waves have replaced inverted t waves in,1207
questionable change in t waves,1208
flat t waves no longer evident in,1210
fewer leads exhibit flat t waves in,1211
flat t waves now evident in,1212
more leads exhibit flat t waves in,1213
nonspecific t wave abnormality no longer evident in,1214
nonspecific t wave abnormality now evident in,1215
nonspecific t wave abnormality- improved in,1216
nonspecific t wave abnormality- worse in,1217
nonspecific t wave abnormality has replaced inverted t waves in,1218
inverted t waves have replaced nonspecific t wave abnormality in,1219
t wave inversion now evident in,1220
t wave inversion more evident in,1221
inverted t waves have replaced flat t waves in,1222
t wave inversion less evident in,1223
t wave inversion no longer evident in,1224
qt has lengthened,1250
qt has shortened,1251
although rate has decreased,1252
although rate has increased,1253
with rate increase,1254
with rate decrease,1255
no previous ecgs available,1300
no previous ecg,1300
when compared with ecg of,1301
when compared with ecg of- ,1301
poor data quality in current ecg precludes serial comparison,1302
serial comparison not performed- all previous tracings are of poor data quality,1303
warning: demographic data different,1304
no significant change was found,1305
(unconfirmed),1306
*** critical test result:,1340
high hr,1342
low hr,1343
long qtc,1346
stemi,1360
acs / ischemia,1361
av block,1362
arrhythmia,1363
and,1400
however,1401
however it,1402
less frequent,1403
more frequent,1404
is no longer,1405
is now,1406
has changed,1407
has not changed,1408
are now,1409
present,1410
have not changed,1411
have changed,1412
has replaced,1415
has increased,1416
has decreased,1417
are no longer,1418
qrs,1419
qrs duration,1420
qrs voltage,1421
questionable change in,1422
acute,1423
serial changes of evolving,1424
serial changes of,1425
significant changes have occurred,1426
manual comparison required- data off line and on volume,1427
manual comparison required for analog tracing,1428
manual comparison required- cannot contact main system,1430
septal leads,1450
anterior leads,1451
lateral leads,1452
inferior leads,1453
posterior leads,1454
anteroseptal leads,1455
anterior-septal leads,1455
anterolateral leads,1456
anterior-lateral leads,1456
inferoposteriorleads,1457
inferoposterior leads,1457
inferolateral leads,1458
reciprocal,1459
ecg interpretation of acs is based on presence of symptoms and,1460
ecg not diagnostic for acute coronary syndrome,1462
poor data quality,1500
powerline interference,1501
baseline wander,1502
muscle tremor,1503
electrode noise,1504
disconnected,1505
in lead,1510
in leads,1511
nap,1537
nst,1538
nax,1539
ra,1540
la,1541
rl,1542
ll,1543
limb lead,1544
h,1545
e,1546
i,1547
m,1548
i,1550
ii,1551
v1,1552
v2,1553
v3,1554
v4,1555
v5,1556
v6,1557
v7,1558
v8,1559
v9,1560
v2r,1562
v3r,1563
v4r,1564
v5r,1565
v6r,1566
v7r,1567
v8r,1568
v9r,1569
a1,1570
a2,1571
a3,1572
a4,1573
iii,1574
avr,1575
avl,1576
avf,1577
mvr,1578
d,1579
a,1580
j,1581
x,1582
y,1583
z,1584
my,1585
mz,1586
cc5,1587
cm5,1588
r,1601
l,1602
n,1603
f,1604
c1,1605
c2,1606
c3,1607
c4,1608
c5,1609
c6,1610
c7,1611
c8,1612
c9,1613
c2r,1615
c3r,1616
c4r,1617
c5r,1618
c6r,1619
c7r,1620
c8r,1621
c9r,1622
(,1665
),1666
*** suspect unspecified pacemaker failure,1669
- probably digitalis effect,1670
or digitalis effect,1671
*** suspect arm lead reversal- interpretation assumes no reversal,1672
  the arm leads are probably reversen--interpretation takes this into account,1672
*** suspect armleadreversal- interpretation assumes no reversal,1672
*** poor data quality- interpretation may be adversely affected,1673
acquisition hardware fault prevents reliable analysis- carefully check ecg record before interpreting,1674
manual reading required due to inconsistent morphologies,1675
** less than 4qrs complexes detected- no interpretation possible **,1676
*** less than 4 qrs complexes detected- no interpretation possible,1676
** less than 4 qrs complexes detected- no interpretation possible **,1676
*** memory allocation failure- no ecg interpretation possible ***,1677
** no qrs complexes found- no ecg analysis possible **,1678
*** no qrs complexes found- no ecg analysis possible,1678
** nonstandard lead placement- ecg interpretation not available **,1679
possible,1680
cannot rule out,1682
-,1683
normal ecg,1684
  normal ecgl,1684
  normal ekg,1684
normal ecg,1684
      normal ekg,1684
normal ekg.,1684
otherwise normal ecg,1687
  otherwise normal ekg   ,1687
   but otherwise normal,1687
oherwise normal,1687
borderline ecg,1693
borderline,1694
abnormal ecg,1699
